family,metric,arm,tier,phase,absolute_class,absolute_dominance,progress_class,progress_dominance,alignment_class,alignment_dominance,unsafe_for_depth_claims,alignment_supports_schedule_attribution,absolute_warm_n,absolute_warm_effect,absolute_warm_effect_rel,absolute_warm_seed_sd,absolute_warm_seed_rel,absolute_warm_seed_multiple,absolute_warm_outside_fraction,absolute_warm_signed_rel,absolute_warm_baseline,absolute_warm_detectable,absolute_post_n,absolute_post_effect,absolute_post_effect_rel,absolute_post_seed_sd,absolute_post_seed_rel,absolute_post_seed_multiple,absolute_post_outside_fraction,absolute_post_signed_rel,absolute_post_baseline,absolute_post_detectable,progress_warm_n,progress_warm_effect,progress_warm_effect_rel,progress_warm_seed_sd,progress_warm_seed_rel,progress_warm_seed_multiple,progress_warm_outside_fraction,progress_warm_signed_rel,progress_warm_baseline,progress_warm_detectable,progress_post_n,progress_post_effect,progress_post_effect_rel,progress_post_seed_sd,progress_post_seed_rel,progress_post_seed_multiple,progress_post_outside_fraction,progress_post_signed_rel,progress_post_baseline,progress_post_detectable,alignment_warm_n,alignment_warm_effect,alignment_warm_effect_rel,alignment_warm_seed_sd,alignment_warm_seed_rel,alignment_warm_seed_multiple,alignment_warm_outside_fraction,alignment_warm_signed_rel,alignment_warm_baseline,alignment_warm_detectable,alignment_post_n,alignment_post_effect,alignment_post_effect_rel,alignment_post_seed_sd,alignment_post_seed_rel,alignment_post_seed_multiple,alignment_post_outside_fraction,alignment_post_signed_rel,alignment_post_baseline,alignment_post_detectable
overhead/probes,overhead/probes,none,periodic,post_update,uniformly different,1.578553643,uniformly different,1.235765752,uniformly different,1.020046953,False,False,4,0.3484839467,0.5764219187,0.01522542795,0.02518414543,22.88828582,1,0.5764219187,0.6045640102,True,21,0.2166479441,0.365158271,0.01880607345,0.03169747719,11.52010517,1,0.365158271,0.5932987455,True,4,0.2868058702,0.4744011641,0.01522542795,0.02518414543,18.8372945,1,0.4744011641,0.6045640102,True,21,0.2277629195,0.3838924677,0.01880607345,0.03169747719,12.11113633,1,0.3838924677,0.5932987455,True,4,0.06167807653,0.1020207546,0.01522542795,0.02518414543,4.050991323,0,0.1020207546,0.6045640102,True,21,0.05933921528,0.1000157437,0.01880607345,0.03169747719,3.155321892,0,-0.01873419678,0.5932987455,True
overhead/probes/work,overhead/probes/work,none,periodic,post_update,uniformly different,1,uniformly different,1,not different,1,False,False,4,1.803890668e+13,1.086955261,0,0,inf,1,1.086955261,1.65958134e+13,True,21,1.803890668e+13,1.086955261,0,0,inf,1,1.086955261,1.65958134e+13,True,4,1.803890668e+13,1.086955261,0,0,inf,1,1.086955261,1.65958134e+13,True,21,1.803890668e+13,1.086955261,0,0,inf,1,1.086955261,1.65958134e+13,True,4,0,0,0,0,0,0,0,1.65958134e+13,False,21,0,0,0,0,0,0,0,1.65958134e+13,False
overhead/shadow_acceptance,overhead/shadow_acceptance,none,sparse,post_update,not estimable,,uniformly different,0.9463190254,not estimable,,False,False,10,3.009033303,0.5898116873,0.5253400863,0.1029738429,5.727781644,1,0.5898116873,5.101684771,True,0,,,,,,,,,False,5,2.901366572,0.5698965963,0.5054784431,0.09928784839,5.739842343,1,0.5698965963,5.091040357,True,17,3.09706012,0.6022245998,0.6973406036,0.135598164,4.441244499,1,0.6022245998,5.142699453,True,2,0.03836996295,0.007288647343,0.4551840885,0.08646545481,0.08429548378,0,0.0006327993257,5.2643462,False,0,,,,,,,,,False
overhead/step_end_emit,overhead/step_end_emit,none,continuous,post_update,not different,0.3097677774,uniformly different,0.6681936706,not different,0.8946982481,False,False,401,0.0003174143237,0.2464953506,0.0004523287552,0.3512662372,0.7017336839,0.2069825436,0.1122745353,0.001287709171,False,2119,0.001250320549,0.7957423871,0.0005384190125,0.3426663912,2.322207277,0.126946673,-0.1555989197,0.001571262973,False,401,0.0009839875936,0.7641380643,0.0004523287552,0.3512662372,2.175381473,0.2518703242,-0.2514553451,0.001287709171,False,2119,0.001796877013,1.143587702,0.0005384190125,0.3426663912,3.33732088,0.1330816423,-0.04556492489,0.001571262973,True,401,0.001139838061,0.8851673081,0.0004523287552,0.3512662372,2.519932787,0,0.3637298804,0.001287709171,False,2119,0.001554524801,0.9893473134,0.0005384190125,0.3426663912,2.887202652,0,-0.1100339948,0.001571262973,False
overhead/theta_snapshot,overhead/theta_snapshot,none,sparse,pre_update,not estimable,,uniformly different,0.9323657361,not estimable,,False,False,10,0.0006189434789,0.6121550899,0.0001643146136,0.1625124595,3.766819429,1,0.6121550899,0.001011089329,True,0,,,,,,,,,False,8,0.0006018561544,0.5844686308,0.0001535746667,0.1491379203,3.918980698,1,0.5844686308,0.001029749284,True,14,0.0006537499971,0.6268662695,0.0002464935189,0.2363571294,2.652199538,0.9285714286,0.6268662695,0.001042885905,False,5,1.851525158e-05,0.01806785237,0.0001199936623,0.117094157,0.1543019125,0,0.01189443167,0.001024762169,False,0,,,,,,,,,False
overhead/theta_snapshot/work,overhead/theta_snapshot/work,none,sparse,pre_update,not estimable,,uniformly different,1,not estimable,,False,False,10,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,0,,,,,,,,,False,8,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,14,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,5,0,0,0,0,0,0,0,286261730,False,0,,,,,,,,,False
overhead/total/attention,overhead/total/attention,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,0.07398481667,0.1793182851,0.08372111149,0.202916312,0.8837056192,0,0.1793182851,0.412589361,False,0,,,,,,,,,False,1,0.07398481667,0.1793182851,0.08372111149,0.202916312,0.8837056192,0,0.1793182851,0.412589361,False,0,,,,,,,,,False,1,0,0,0.08372111149,0.202916312,0,0,0,0.412589361,False,0,,,,,,,,,False
overhead/total/grads_ready,overhead/total/grads_ready,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,15.33133881,1.234572767,2.138013725,0.1721658854,7.170832735,1,1.234572767,12.4183355,False,0,,,,,,,,,False,1,15.33133881,1.234572767,2.138013725,0.1721658854,7.170832735,1,1.234572767,12.4183355,False,0,,,,,,,,,False,1,0,0,2.138013725,0.1721658854,0,0,0,12.4183355,False,0,,,,,,,,,False
overhead/total/grads_ready/calibration,overhead/total/grads_ready/calibration,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,121.2762295,0.8558818179,11.53062232,0.08137497372,10.51775231,1,0.8558818179,141.6974014,False,0,,,,,,,,,False,1,121.2762295,0.8558818179,11.53062232,0.08137497372,10.51775231,1,0.8558818179,141.6974014,False,0,,,,,,,,,False,1,0,0,11.53062232,0.08137497372,0,0,0,141.6974014,False,0,,,,,,,,,False
overhead/total/grads_ready/periodic_scan,overhead/total/grads_ready/periodic_scan,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,4.827100627,0.4413877334,0.1781619967,0.01629104632,27.09388487,1,0.4413877334,10.93619116,False,0,,,,,,,,,False,1,4.827100627,0.4413877334,0.1781619967,0.01629104632,27.09388487,1,0.4413877334,10.93619116,False,0,,,,,,,,,False,1,0,0,0.1781619967,0.01629104632,0,0,0,10.93619116,False,0,,,,,,,,,False
overhead/total/lineage_checkpoint,overhead/total/lineage_checkpoint,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,9.390815948,0.7402780211,4.347659789,0.3427260211,2.159970284,0,0.7402780211,12.68552582,False,0,,,,,,,,,False,1,9.390815948,0.7402780211,4.347659789,0.3427260211,2.159970284,0,0.7402780211,12.68552582,False,0,,,,,,,,,False,1,0,0,4.347659789,0.3427260211,0,0,0,12.68552582,False,0,,,,,,,,,False
overhead/total/lineage_inventory,overhead/total/lineage_inventory,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,29.07271731,0.8155293742,8.525716065,0.2391579643,3.410002994,1,0.8155293742,35.64889043,False,0,,,,,,,,,False,1,29.07271731,0.8155293742,8.525716065,0.2391579643,3.410002994,1,0.8155293742,35.64889043,False,0,,,,,,,,,False,1,0,0,8.525716065,0.2391579643,0,0,0,35.64889043,False,0,,,,,,,,,False
overhead/total/microbatch_cpu_launch,overhead/total/microbatch_cpu_launch,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,28.19300186,7.718637662,3.545839509,0.9707746098,7.951009002,1,7.718637662,3.652587813,False,0,,,,,,,,,False,1,28.19300186,7.718637662,3.545839509,0.9707746098,7.951009002,1,7.718637662,3.652587813,False,0,,,,,,,,,False,1,0,0,3.545839509,0.9707746098,0,0,0,3.652587813,False,0,,,,,,,,,False
overhead/total/muon_reference,overhead/total/muon_reference,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,1.03882539,1.097323676,0.05220992333,0.05514996604,19.89708706,1,1.097323676,0.946690036,False,0,,,,,,,,,False,1,1.03882539,1.097323676,0.05220992333,0.05514996604,19.89708706,1,1.097323676,0.946690036,False,0,,,,,,,,,False,1,0,0,0.05220992333,0.05514996604,0,0,0,0.946690036,False,0,,,,,,,,,False
overhead/total/noise,overhead/total/noise,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,13.37658111,0.6098264795,1.28418961,0.05854506638,10.41635986,1,0.6098264795,21.93506113,False,0,,,,,,,,,False,1,13.37658111,0.6098264795,1.28418961,0.05854506638,10.41635986,1,0.6098264795,21.93506113,False,0,,,,,,,,,False,1,0,0,1.28418961,0.05854506638,0,0,0,21.93506113,False,0,,,,,,,,,False
overhead/total/probe_grad_sketch,overhead/total/probe_grad_sketch,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,1.796335588,0.6708727199,0.4009153473,0.1497287986,4.480585741,1,0.6708727199,2.677610126,False,0,,,,,,,,,False,1,1.796335588,0.6708727199,0.4009153473,0.1497287986,4.480585741,1,0.6708727199,2.677610126,False,0,,,,,,,,,False,1,0,0,0.4009153473,0.1497287986,0,0,0,2.677610126,False,0,,,,,,,,,False
overhead/total/probes,overhead/total/probes,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,5.919160511,0.3974496992,0.07305248048,0.004905203421,81.02614001,1,0.3974496992,14.89285443,False,0,,,,,,,,,False,1,5.919160511,0.3974496992,0.07305248048,0.004905203421,81.02614001,1,0.3974496992,14.89285443,False,0,,,,,,,,,False,1,0,0,0.07305248048,0.004905203421,0,0,0,14.89285443,False,0,,,,,,,,,False
overhead/total/shadow_acceptance,overhead/total/shadow_acceptance,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,116.1083245,0.7574522843,17.73820042,0.1157181493,6.545665386,1,0.7574522843,153.2879719,False,0,,,,,,,,,False,1,116.1083245,0.7574522843,17.73820042,0.1157181493,6.545665386,1,0.7574522843,153.2879719,False,0,,,,,,,,,False,1,0,0,17.73820042,0.1157181493,0,0,0,153.2879719,False,0,,,,,,,,,False
overhead/total/step_end_emit,overhead/total/step_end_emit,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,4.150140073,1.063198854,0.2083268357,0.05336997042,19.92129367,1,1.063198854,3.903446714,False,0,,,,,,,,,False,1,4.150140073,1.063198854,0.2083268357,0.05336997042,19.92129367,1,1.063198854,3.903446714,False,0,,,,,,,,,False,1,0,0,0.2083268357,0.05336997042,0,0,0,3.903446714,False,0,,,,,,,,,False
overhead/total/theta_snapshot,overhead/total/theta_snapshot,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,0.02388985455,0.7718346392,0.005874521103,0.1897943274,4.066689715,1,0.7718346392,0.03095203731,False,0,,,,,,,,,False,1,0.02388985455,0.7718346392,0.005874521103,0.1897943274,4.066689715,1,0.7718346392,0.03095203731,False,0,,,,,,,,,False,1,0,0,0.005874521103,0.1897943274,0,0,0,0.03095203731,False,0,,,,,,,,,False
overhead/total/update_effectiveness,overhead/total/update_effectiveness,none,offline,post_update,not estimable,,not estimable,,not estimable,,False,False,1,117.5184949,0.7515100483,21.44826804,0.1371578913,5.479160122,1,0.7515100483,156.3764785,False,0,,,,,,,,,False,1,117.5184949,0.7515100483,21.44826804,0.1371578913,5.479160122,1,0.7515100483,156.3764785,False,0,,,,,,,,,False,1,0,0,21.44826804,0.1371578913,0,0,0,156.3764785,False,0,,,,,,,,,False
overhead/update_effectiveness,overhead/update_effectiveness,none,sparse,post_update,not estimable,,uniformly different,1.005678592,not estimable,,False,False,10,3.176890832,0.6228165617,0.7301628176,0.1431454588,4.350934826,1,0.6228165617,5.10084514,True,0,,,,,,,,,False,5,2.954509971,0.5768126857,0.7374911486,0.1439813215,4.006163297,1,0.5768126857,5.12213071,True,17,3.059425948,0.5735556966,0.8067427856,0.1512414185,3.792318944,1,0.5735556966,5.334139241,True,2,0.3407915286,0.06675950448,0.984468551,0.1928528943,0.3461680195,0,-0.01593440565,5.104764201,False,0,,,,,,,,,False
overhead/update_effectiveness/work,overhead/update_effectiveness/work,none,sparse,post_update,not estimable,,uniformly different,1,not estimable,,False,False,10,1.056967188e+13,1.086955261,0,0,inf,1,1.086955261,9.724109414e+12,True,0,,,,,,,,,False,5,1.056967188e+13,1.086955261,0,0,inf,1,1.086955261,9.724109414e+12,True,17,1.056967188e+13,1.086955261,0,0,inf,1,1.086955261,9.724109414e+12,True,2,0,0,0,0,0,0,0,9.724109414e+12,False,0,,,,,,,,,False
param/norm,param/norm,none,periodic,pre_update,uniformly different,0.5439101191,uniformly different,1.636999999,warmup-dominated,4.262710193,False,False,4,5.851999995,0.3395388189,0.10370926,0.006017313682,56.4269767,0.75,0.1850340019,17.2351427,True,21,32.21710198,0.6242553815,0.1604924015,0.00310978453,200.7391108,1,0.6242553815,51.60884941,True,4,19.96918018,1.158631555,0.10370926,0.006017313682,192.5496353,0.75,1.158631555,17.2351427,True,21,36.52757572,0.7077773703,0.1604924015,0.00310978453,227.5969166,1,0.7077773703,51.60884941,True,4,16.78009275,0.9735975528,0.10370926,0.006017313682,161.7993683,0,-0.9735975528,17.2351427,True,21,11.78739516,0.2283987202,0.1604924015,0.00310978453,73.44519146,0,-0.08352198875,51.60884941,True
param/rms,param/rms,none,periodic,pre_update,uniformly different,0.3820029446,uniformly different,1.248159368,uniformly different,1.983055424,False,False,4,0.003023079108,0.08680060038,0.001324577379,0.03803212143,2.282297098,0.75,-0.05449312239,0.03482785943,False,21,0.01559078527,0.2272249511,0.0002779379388,0.004050753921,56.09448401,0.9523809524,0.2212253631,0.06861387886,True,4,0.0125284168,0.3597239969,0.001324577379,0.03803212143,9.458425755,1,0.2903900763,0.03482785943,True,21,0.01977476545,0.2882035789,0.0002779379388,0.004050753921,71.14813304,1,0.2882035789,0.06861387886,True,4,0.01210545745,0.3475797148,0.001324577379,0.03803212143,9.139109304,0,-0.3448831987,0.03482785943,True,21,0.01202628639,0.1752748363,0.0002779379388,0.004050753921,43.26968257,0,-0.0669782158,0.06861387886,True
probe/attn_out_norm,probe/attn_out_norm,none,periodic,post_update,uniformly different,0.3061889067,uniformly different,0.7855129871,uniformly different,1.276400521,False,False,4,3416.271025,0.4147041942,1939.586452,0.2354481335,1.761339909,0.75,-0.1238936329,8237.850191,False,21,24590.29219,1.354406333,484.7965727,0.02670206369,50.72290847,1,1.354406333,18155.77172,True,4,8064.727516,0.9789844838,1939.586452,0.2354481335,4.157962389,0.75,0.7917104697,8237.850191,True,21,22627.53015,1.246299552,484.7965727,0.02670206369,46.6742783,1,1.246299552,18155.77172,True,4,7542.609432,0.9156041026,1939.586452,0.2354481335,3.888771972,0,-0.9156041026,8237.850191,True,21,13023.7326,0.7173329121,484.7965727,0.02670206369,26.86432481,0,0.1081067809,18155.77172,True
probe/attn_out_stats_mean,probe/attn_out_stats_mean,none,periodic,post_update,not different,0.07393155083,not different,0.5027493677,not different,0.70734975,False,False,4,0.001743796517,0.5792778706,0.009707788436,3.224864231,0.1796286073,0,-0.1701130745,0.003010293687,False,21,0.05479851605,7.835326921,0.05995428281,8.572520572,0.9140050298,0,7.835326921,0.00699377532,False,4,0.009248425603,3.072266884,0.009707788436,3.224864231,0.9526810009,0.5,3.072266884,0.003010293687,False,21,0.04273848101,6.110931372,0.05995428281,8.572520572,0.7128511761,0.04761904762,6.110931372,0.00699377532,False,4,0.009760515917,3.242379958,0.009707788436,3.224864231,1.005431462,0,-3.242379958,0.003010293687,False,21,0.03205836565,4.583842658,0.05995428281,8.572520572,0.5347135208,0,1.724395549,0.00699377532,False
probe/attn_out_stats_rms,probe/attn_out_stats_rms,none,periodic,post_update,uniformly different,0.3961882269,uniformly different,0.875032324,uniformly different,1.276400547,False,False,4,0.675951071,0.4116299238,0.3866371673,0.2354481479,1.748282701,0.75,-0.2412696537,1.642132974,False,21,3.76023095,1.038975658,0.0966393461,0.0267020642,38.90993784,1,1.038975658,3.619171364,True,4,1.35839528,0.8272139352,0.3866371673,0.2354481479,3.51335928,1,0.5516667501,1.642132974,True,21,3.421392449,0.9453524316,0.0966393461,0.0267020642,35.40372102,1,0.9453524316,3.619171364,True,4,1.302107015,0.7929364038,0.3866371673,0.2354481479,3.367775075,0,-0.7929364038,1.642132974,True,21,2.248332416,0.6212285052,0.0966393461,0.0267020642,23.26518656,0,0.09362322651,3.619171364,True
probe/attn_out_stats_std,probe/attn_out_stats_std,none,periodic,post_update,uniformly different,0.3961737645,uniformly different,0.8748590446,uniformly different,1.276361798,False,False,4,0.6758835271,0.41159844,0.3866363354,0.2354531604,1.748111766,0.75,-0.2412794988,1.642094482,False,21,3.759390384,1.038934117,0.09673374034,0.02673305318,38.86327946,1,1.038934117,3.618507011,True,4,1.35811694,0.8270638232,0.3866363354,0.2354531604,3.51264694,1,0.5515286667,1.642094482,True,21,3.420821058,0.9453680891,0.09673374034,0.02673305318,35.36326669,1,0.9453680891,3.618507011,True,4,1.301865914,0.7928081655,0.3866363354,0.2354531604,3.367158735,0,-0.7928081655,1.642094482,True,21,2.247624389,0.6211468935,0.09673374034,0.02673305318,23.2351647,0,0.09356602744,3.618507011,True
probe/attn_residual_ratio,probe/attn_residual_ratio,none,periodic,post_update,uniformly different,1.29298715,warmup-dominated,2.885646859,warmup-dominated,3.244930955,True,True,4,0.04799106972,0.279426851,0.009930355883,0.05781925866,4.832764333,0.75,-0.279426851,0.1717482395,True,21,0.1059360919,0.2161095345,0.0154666004,0.03155185123,6.849345634,1,-0.2161095345,0.4901962894,True,4,0.0371331612,0.2162069394,0.009930355883,0.05781925866,3.739358552,0.75,0.1787073858,0.1717482395,True,21,0.03672793124,0.07492494749,0.0154666004,0.03155185123,2.374660901,1,-0.07492494749,0.4901962894,False,4,0.07868374861,0.4581342367,0.009930355883,0.05781925866,7.923557779,0,-0.4581342367,0.1717482395,True,21,0.06920816066,0.141184587,0.0154666004,0.03155185123,4.474684732,0,-0.141184587,0.4901962894,True
probe/backout_contribution_ratio,probe/backout_contribution_ratio,none,periodic,post_update,uniformly different,1.526506731,uniformly different,0.4414553838,uniformly different,0.8491967654,False,False,4,0.05246154274,0.1385787678,0.0306892442,0.08106657611,1.709443947,0.75,-0.09731338356,0.3785684023,False,21,0.02400844121,0.09078162911,0.00616594221,0.0233148947,3.89371817,0.9047619048,-0.03594231369,0.2644636525,True,4,0.05500469551,0.1452965836,0.0306892442,0.08106657611,1.792311832,0.75,-0.06473972338,0.3785684023,False,21,0.08704314547,0.3291308452,0.00616594221,0.0233148947,14.1167631,1,-0.3291308452,0.2644636525,True,4,0.09425397432,0.2489747526,0.0306892442,0.08106657611,3.071238044,0,-0.03257366018,0.3785684023,True,21,0.07753770991,0.2931885315,0.00616594221,0.0233148947,12.57516001,0,0.2931885315,0.2644636525,True
probe/backout_term_norm,probe/backout_term_norm,none,periodic,post_update,uniformly different,0.4511198072,uniformly different,1.005407967,uniformly different,0.326461474,False,False,4,34267.11815,0.6408543368,20432.55628,0.3821241182,1.677084241,0.75,-0.2209823024,53470.99362,False,21,43600.71178,1.420585677,2260.855537,0.07366253581,19.28504988,1,1.420585677,30692.06771,True,4,33797.45819,0.6320708836,20432.55628,0.3821241182,1.654098377,0.75,0.06620012631,53470.99362,False,21,19295.21448,0.6286710515,2260.855537,0.07366253581,8.534474745,1,0.6286710515,30692.06771,True,4,15355.92981,0.2871824287,20432.55628,0.3821241182,0.751542274,0,-0.2871824287,53470.99362,False,21,26999.27326,0.8796824483,2260.855537,0.07366253581,11.94206035,0,0.7919146255,30692.06771,True
probe/block_in_stats_mean,probe/block_in_stats_mean,none,periodic,post_update,not different,1.992922103,not different,2.236949292,not different,1.295600923,False,False,4,0.02902698387,1.185703979,0.1190088555,4.861313672,0.2439060836,0.25,0.5581942444,0.0244808016,False,21,0.02231529466,0.5949575137,0.1404222343,3.743856609,0.1589156786,0,0.4007423975,0.03750737514,False,4,0.03619952003,1.478690144,0.1190088555,4.861313672,0.3041750118,0.5,0.04806611847,0.0244808016,False,21,0.0247934927,0.6610298003,0.1404222343,3.743856609,0.176563867,0,0.5502451831,0.03750737514,False,4,0.01248834544,0.5101281259,0.1190088555,4.861313672,0.1049362704,0,0.5101281259,0.0244808016,False,21,0.01476810231,0.3937386248,0.1404222343,3.743856609,0.1051692589,0,-0.1495027856,0.03750737514,False
probe/block_in_stats_rms,probe/block_in_stats_rms,none,periodic,post_update,uniformly different,0.41134064,uniformly different,0.5911399111,uniformly different,0.2824453469,False,False,4,7.84358239,0.627235742,3.749749377,0.2998600277,2.091761769,0.75,-0.3172712062,12.5049991,False,21,12.47328732,1.524857213,0.1799233453,0.02199559778,69.32556361,1,1.524857213,8.179970696,True,4,8.867074984,0.7090824168,3.749749377,0.2998600277,2.364711369,0.75,-0.1063493969,12.5049991,False,21,9.812014519,1.199517075,0.1799233453,0.02199559778,54.53441577,1,1.199517075,8.179970696,True,4,2.637577035,0.2109218093,3.749749377,0.2998600277,0.7034008863,0,-0.2109218093,12.5049991,False,21,6.108559541,0.7467703453,0.1799233453,0.02199559778,33.95090021,0,0.3253401386,8.179970696,True
probe/block_in_stats_std,probe/block_in_stats_std,none,periodic,post_update,uniformly different,0.4114338729,uniformly different,0.591234009,uniformly different,0.282450476,False,False,4,7.843367589,0.6272236696,3.749277353,0.299824721,2.091967825,0.75,-0.3172784487,12.50489733,False,21,12.46951841,1.524482331,0.1788485317,0.02186543358,69.72111144,1,1.524482331,8.179509958,True,4,8.866130277,0.7090126409,3.749277353,0.299824721,2.36475711,0.75,-0.1064158215,12.50489733,False,21,9.808934986,1.199208148,0.1788485317,0.02186543358,54.84492881,1,1.199208148,8.179509958,True,4,2.636815503,0.2108626272,3.749277353,0.299824721,0.7032863282,0,-0.2108626272,12.50489733,False,21,6.106390695,0.7465472536,0.1788485317,0.02186543358,34.14280586,0,0.3252741831,8.179509958,True
probe/c_proj_in_norm,probe/c_proj_in_norm,none,periodic,post_update,uniformly different,0.5282057427,uniformly different,0.6322674996,uniformly different,0.9280259785,False,False,4,2379.90302,0.3431615892,979.1906126,0.1411908821,2.430479817,0.75,-0.1775222336,6935.225548,False,21,5141.545824,0.6496740976,194.7516085,0.02460837262,26.40053073,1,0.6496740976,7914.038504,True,4,2315.068757,0.3338130449,979.1906126,0.1411908821,2.36426772,0.75,0.1031540962,6935.225548,False,21,4178.309485,0.5279617331,194.7516085,0.02460837262,21.454557,1,0.5279617331,7914.038504,True,4,1946.553653,0.2806763298,979.1906126,0.1411908821,1.987921073,0,-0.2806763298,6935.225548,False,21,2393.55722,0.3024444749,194.7516085,0.02460837262,12.29030784,0,0.1217123645,7914.038504,True
probe/c_proj_in_stats_mean,probe/c_proj_in_stats_mean,none,periodic,post_update,not different,0.1858797534,not different,0.644633376,not different,1.839231162,False,False,4,0.001761697525,1.138705574,0.002388739985,1.544005993,0.7375007474,0.25,-0.3700310965,0.001547105385,False,21,0.01409270042,6.126033377,0.006815365439,2.962608648,2.067783533,0.8571428571,-6.126033377,0.002300460927,False,4,0.005804441029,3.75180714,0.002388739985,1.544005993,2.429917473,0.5,-3.75180714,0.001547105385,False,21,0.01338882852,5.820063434,0.006815365439,2.962608648,1.964506327,0.7619047619,-5.820063434,0.002300460927,False,4,0.005231963927,3.381776043,0.002388739985,1.544005993,2.190260957,0,3.381776043,0.001547105385,False,21,0.004229834625,1.838690053,0.006815365439,2.962608648,0.6206321089,0,-0.3059699428,0.002300460927,False
probe/c_proj_in_stats_rms,probe/c_proj_in_stats_rms,none,periodic,post_update,uniformly different,0.8324047186,uniformly different,0.9122049821,uniformly different,0.9280258015,False,False,4,0.4932898447,0.3568183218,0.1951918462,0.1411908795,2.527205179,0.5,-0.287713362,1.382467812,False,21,0.676246766,0.4286596578,0.03882179138,0.02460837766,17.41925712,0.9523809524,0.4286596578,1.577584346,True,4,0.4076532568,0.2948735973,0.1951918462,0.1411908795,2.088474825,0.75,-0.04464056013,1.382467812,False,21,0.5099599106,0.323253658,0.03882179138,0.02460837766,13.13591909,1,0.323253658,1.577584346,True,4,0.3360403245,0.2430728019,0.1951918462,0.1411908795,1.721589969,0,-0.2430728019,1.382467812,False,21,0.4132081743,0.2619246162,0.03882179138,0.02460837766,10.64371735,0,0.1054059998,1.577584346,True
probe/c_proj_in_stats_std,probe/c_proj_in_stats_std,none,periodic,post_update,uniformly different,0.8328935439,uniformly different,0.9126602246,uniformly different,0.928355694,False,False,4,0.4932499817,0.3568152808,0.1951586507,0.1411770732,2.527430785,0.5,-0.28769416,1.382367875,False,21,0.6758094622,0.4284044263,0.03880218825,0.02459721286,17.41678737,0.9523809524,0.4284044263,1.577503454,True,4,0.4075232868,0.2948008949,0.1951586507,0.1411770732,2.088164093,0.75,-0.04468604257,1.382367875,False,21,0.5095537392,0.3230127565,0.03880218825,0.02459721286,13.1320877,1,0.3230127565,1.577503454,True,4,0.335926615,0.2430081175,0.1951586507,0.1411770732,1.721300152,0,-0.2430081175,1.382367875,False,21,0.4129302455,0.2617618646,0.03880218825,0.02459721286,10.64193192,0,0.1053916698,1.577503454,True
probe/logit_entropy_mean,probe/logit_entropy_mean,none,periodic,post_update,warmup-dominated,5.674860898,uniformly different,0.9119551131,warmup-dominated,3.147147655,True,True,4,0.7163095288,0.1290757426,0.09230845578,0.01663356691,7.759955713,0.75,0.1290621666,5.549528629,True,21,0.07061702709,0.02274518176,0.06706934267,0.02160250088,1.052895769,0.4761904762,-0.01936551025,3.104702694,False,4,0.4302165976,0.07752308824,0.09230845578,0.01663356691,4.660641259,1,-0.07752308824,5.549528629,True,21,0.263923232,0.08500757014,0.06706934267,0.02160250088,3.935080046,1,-0.08500757014,3.104702694,True,4,1.146450786,0.2065852549,0.09230845578,0.01663356691,12.41978079,0,0.2065852549,5.549528629,True,21,0.2037990802,0.06564205989,0.06706934267,0.02160250088,3.038632437,0,0.06564205989,3.104702694,True
probe/logit_lse_mean,probe/logit_lse_mean,none,periodic,post_update,uniformly different,0.6295773385,warmup-dominated,3.649142867,warmup-dominated,2.485055137,True,True,4,0.2328139803,0.01811180657,0.05340026013,0.004154283094,4.359791127,0.75,-0.003622154438,12.85426605,True,21,0.3948973829,0.02876819965,0.05104170744,0.003718378733,7.736758873,1,0.02876819965,13.7268716,True,4,0.4759588917,0.03702730984,0.05340026013,0.004154283094,8.913044441,1,0.03702730984,12.85426605,True,21,0.1392845242,0.01014685124,0.05104170744,0.003718378733,2.728837478,0.7619047619,0.00975416195,13.7268716,False,4,0.6123478364,0.04763771297,0.05340026013,0.004154283094,11.46713209,0,-0.04064946428,12.85426605,True,21,0.2631397428,0.01916968049,0.05104170744,0.003718378733,5.155386761,0,0.0190140377,13.7268716,True
